lesson_key,course_number,section_order,lesson_number,lesson_name,standardised_question,transcript_word_count
026-025,026,2,25,Transitions: Getting with the Process of Change (Part 1),How do you actually move through a difficult transition?,4259
026-026,026,2,26,Transitions: Getting with the Process of Change (Part 2),What does staying with a transition rather than rushing it actually look like?,2618
026-027,026,2,27,End of Section Two Check-In,What have you genuinely learned across this section?,471
026-028,026,3,28,Mindset Flexibility (or Cognitive Fluidity),"How flexible is your attitude actually, once something goes wrong?",3233
026-029,026,3,29,The Circle of Concern - Vs. - Circle of Control,Are you spending your energy on things you can actually change?,3709
026-030,026,3,30,Systems Thinking: Levels of Thinking (Part 1),"How does your mind actually process a problem, step by step?",2657
026-031,026,3,31,Systems Thinking: Levels of Thinking (Part 2),How do you actually apply systems thinking to a real decision?,3133
026-032,026,3,32,Future Orientation: Define Your Unique Reference Point (URP),What is your own fixed point when everything else is moving?,4695
026-033,026,3,33,Personality Fluidity: How Are You You?,Can a personality test actually capture who you are?,4234
026-034,026,3,34,Characteristics of Growth & Decisions of Maturity (Part 1),What are the seven categories of choice that actually build maturity?,3420
026-035,026,3,35,Characteristics of Growth & Decisions of Maturity (Part 2),How do the seven categories of choice actually build maturity in practice?,2419
026-036,026,3,36,Recommended Reads and Closing Thoughts,What should you actually carry forward from this whole course?,4503
027-001,027,1,1,Welcome to The Essential Guide to Marriage and Long-Term Relationships,"What does this course cover, and what makes it different from a typical relationships course?",1341
027-002,027,1,2,The Choice Between Oneness and Division,"Do you and your partner grow together, or apart?",1415
027-003,027,1,3,The Discipline of Fighting For Unity In Relationships,What does it mean to fight for unity rather than to fight your partner?,2557
027-004,027,1,4,"Roles, Responsibilities, Collaboration or Competition",What happens when one of you is putting in more than the other?,2742
027-005,027,1,5,The Impact of Irresponsibility on Long-Term Relationships,Are you still living as though you were single?,2072
027-006,027,1,6,Relationships Grow as the People Within Them Change and Evolve,Should you expect your relationship to stay the same?,3623
027-007,027,1,7,"The Alignment Principle: Two People, Two Paths, One Direction",Do two people have to want the same things to work as a couple?,2725
027-008,027,1,8,The Entitlement Mentality: The Killer of Connection,When did you last thank your partner for something you now expect?,3058
027-009,027,1,9,On What Occasions is Love 'Not Enough'?,Is love on its own enough to keep two people together?,2631
027-010,027,1,10,Can Trouble and Tension Exist in the 'Right' Relationship?,Does conflict mean you are with the wrong person?,3345
027-011,027,1,11,"Fostering a Culture of ""Benefit of the Doubt""",What if you assumed the best of your partner rather than the worst?,3180
027-012,027,1,12,How Forgiveness is the Basis for All Relational Growth,Why does a relationship stall without forgiveness?,4935
027-013,027,1,13,Healthy Heart-to-Heart Communication,What makes a conversation with your partner actually land?,2766
027-014,027,1,14,The Tug-of-War Between Connection and Disconnection,How do two close people slowly drift apart without noticing?,3045
027-015,027,1,15,No Rapport? No Connection. No Relationship!,"What is rapport, and why does a relationship fail without it?",2621
027-016,027,1,16,Transparency and Openness for Relational Connectivity,How honest should you be with your partner when it is uncomfortable?,2407
027-017,027,1,17,How Present are Your Parents,How much is your parents' marriage shaping your own relationship?,2295
027-018,027,1,18,Potential Problems to be Addressed and Handled Wisely,Which conversations have you been avoiding?,3986
027-019,027,1,19,The Collaborative Problem-Solving Process,How do you settle a disagreement without one of you losing?,4593
027-020,027,1,20,The Potential Cost of Taking People for Granted,When did you last notice what your partner actually does?,3850
027-021,027,1,21,Mutual Submission: Foundations for Collaborative Unity,What does submission actually mean between two equals?,3611
027-022,027,1,22,How to Avoid Being a Spectator in Your Relationship,"Are you actively building your relationship, or waiting to see how it turns out?",4058
027-023,027,1,23,Looking Forward and Surviving the Unexpected,How do you survive what you did not plan for?,4209
028-001,028,1,1,Welcome to An Entrepreneur's Guide to Launching a New Business,"What does this masterclass cover, and what do its three key words actually mean?",1092
028-002,028,1,2,First Things First: What Exactly is Entrepreneurship?,"What exactly is entrepreneurship, beyond starting a company?",2577
028-003,028,1,3,The Six Phases of Every Entrepreneur's Journey,What are the six stages an entrepreneur moves through?,2119
028-004,028,1,4,A Conversation about the Entrepreneur's Journey,What do the six stages look like in practice rather than on paper?,2799
028-005,028,1,5,A Fourfold Expression of Innovation (Different Types),"How many different kinds of innovation are there, and how does each create value?",2801
028-006,028,1,6,Some Excellent News for All the Rule Breakers,"Is breaking the rules a flaw in an entrepreneur, or the point of one?",1670
028-007,028,1,7,The Main Advantages of Starting a Business,What do you actually gain by starting a business rather than taking a job?,2354
028-008,028,1,8,The Four Main Categories of Innovative Idea,What kind of idea have you actually had?,2255
028-009,028,1,9,Where do Entrepreneurial Ideas Come From?,Where do the best business ideas actually come from?,3058
028-010,028,1,10,Knowing the Difference Between Assets and Liabilities,What is the real difference between an asset and a liability?,3096
028-011,028,1,11,A Guide to Defining Your Entrepreneurial Vision and Goals,Why is it worth stopping to define your vision before you build anything?,3698
028-012,028,1,12,Ikigai: Finding Your Direction in Life (and Business),How do you find work that is worth doing and can also pay you?,3595
028-013,028,1,13,"Ideas Always Come First, Vision Comes Second","Which comes first, the idea or the vision?",2892
028-014,028,1,14,The General Risks Associated with Entrepreneurship,What are you actually risking when you start a business?,2632
028-015,028,1,15,The Role of Focus and Consistency in Entrepreneurship,Why do some people succeed while others work just as hard and do not?,4036
028-016,028,1,16,Essential Questions for Entrepreneurs to Ask Themselves,What should you ask yourself before committing to working for yourself?,5156
028-017,028,2,17,A Contrastive Analysis: Exploring Fixed and Growth Mindsets,"What is the difference between a fixed and a growth mindset, and why does it matter in business?",4652
028-018,028,2,18,FAQ's: Questions Asked by the Achology Community,What do people most often want to know about starting a business?,5123
028-019,028,2,19,A Guide to Investing Your Time and Energy Wisely,Where should your time and energy actually go?,2882
028-020,028,2,20,"Setting Efficient Business, Partnership and Financial Goals",How do you set goals that survive contact with real life?,3610
028-021,028,2,21,The Four Distinct Categories of Goal (and Objective),How much time should each kind of goal be given?,3190
028-022,028,2,22,A Guide to Setting Positively Framed Business Goals,Why does the wording of a goal change whether you reach it?,3354
028-023,028,2,23,How to Stay Motivated and Drive Your Business,What actually keeps you going when the work stops being enjoyable?,4042
028-024,028,2,24,How to Build Effective Collaborative Relationships,Who should you actually go into partnership with?,2937
028-025,028,2,25,Understanding Motivation: Maslow's Hierarchy of Needs,What does Maslow's hierarchy explain about the people you work with?,5287
028-026,028,2,26,The Eight Primary Domains of Social Influence (and Impact),What separates a business leader who lasts from one who does not?,2177
028-027,028,2,27,Understanding the Importance of a Concise Business Plan,What is a business plan actually for?,5720
028-028,028,2,28,Business Planning Demonstration (Executive Summary),How is an executive summary actually built from a rough idea?,4492
028-029,028,2,29,Business Planning Demonstration (Mission Statement: Pt 1),How do you turn a passionate idea into a mission statement?,4310
028-030,028,2,30,Business Planning Demonstration (Mission Statement: Pt 2),What does a mission statement look like once the questioning is done?,4213
028-031,028,2,31,Business Planning Demonstration (Products & Services),How do you turn a concept into the products and services that will carry it?,4538
028-032,028,2,32,Business Planning Demonstration (The Marketing Plan),What does a marketing plan need to contain to be worth writing?,4842
